date,code,name,open,close,high,low,volume
2022-01-10,399006,创业板指,3082.78,3095.69,3115.47,3051.53,231310462976.0
2022-01-11,399006,创业板指,3094.7,3056.15,3103.83,3050.59,234644668416.0
2022-01-12,399006,创业板指,3091.67,3136.69,3139.38,3088.78,245994205184.0
2022-01-13,399006,创业板指,3145.02,3083.14,3145.02,3083.14,248165773312.0
2022-01-14,399006,创业板指,3059.14,3119.41,3128.25,3057.94,271461597184.0
2022-01-17,399006,创业板指,3124.63,3170.41,3176.24,3113.98,310321180672.0
2022-01-18,399006,创业板指,3168.79,3144.33,3177.82,3136.25,322268934144.0
2022-01-19,399006,创业板指,3139.23,3075.98,3141.28,3052.65,271402061824.0
2022-01-20,399006,创业板指,3072.39,3065.99,3102.31,3056.96,283931533312.0
2022-01-21,399006,创业板指,3052.98,3034.68,3069.88,3020.3,229897736192.0
2022-01-24,399006,创业板指,3011.63,3056.43,3071.06,3010.2,201718562816.0
2022-01-25,399006,创业板指,3035.82,2974.96,3055.88,2974.96,215266181120.0
2022-01-26,399006,创业板指,2993.16,3004.41,3008.38,2952.91,176819576832.0
2022-01-27,399006,创业板指,2994.0,2906.76,3001.55,2904.71,190574022656.0
2022-01-28,399006,创业板指,2945.72,2908.94,2962.77,2882.67,181102243840.0
2022-02-07,399006,创业板指,2972.19,2917.86,2987.5,2905.25,172067426304.0
2022-02-08,399006,创业板指,2913.32,2846.48,2913.32,2782.28,184602656768.0
2022-02-09,399006,创业板指,2844.84,2883.6,2887.73,2818.39,204377354240.0
2022-02-10,399006,创业板指,2891.3,2826.52,2891.3,2796.9,207047761920.0
2022-02-11,399006,创业板指,2800.75,2746.38,2811.78,2742.51,210929135616.0
2022-02-14,399006,创业板指,2723.51,2732.01,2776.23,2710.88,185552842752.0
2022-02-15,399006,创业板指,2744.39,2816.44,2817.81,2739.42,184989835264.0
2022-02-16,399006,创业板指,2829.65,2818.4,2841.33,2808.27,185620815872.0
2022-02-17,399006,创业板指,2813.48,2839.83,2861.97,2804.89,211852083200.0
2022-02-18,399006,创业板指,2819.55,2826.81,2829.82,2803.24,186513850368.0
2022-02-21,399006,创业板指,2830.6,2804.6,2836.28,2794.26,227546345472.0
2022-02-22,399006,创业板指,2783.28,2765.91,2783.28,2741.97,235065352192.0
2022-02-23,399006,创业板指,2770.21,2843.87,2845.08,2770.21,255440441344.0
2022-02-24,399006,创业板指,2817.8,2783.9,2852.72,2746.62,317397573632.0
2022-02-25,399006,创业板指,2827.83,2855.8,2882.07,2827.83,236430630912.0
2022-02-28,399006,创业板指,2844.82,2881.31,2881.31,2834.54,211417149440.0
2022-03-01,399006,创业板指,2895.39,2885.79,2905.13,2865.88,217588723712.0
2022-03-02,399006,创业板指,2866.69,2834.64,2866.69,2811.12,209134125056.0
2022-03-03,399006,创业板指,2850.67,2791.95,2853.47,2789.51,218716672000.0
2022-03-04,399006,创业板指,2763.06,2748.64,2797.82,2737.47,231203876864.0
2022-03-07,399006,创业板指,2718.44,2630.37,2720.78,2620.83,217556332544.0
2022-03-08,399006,创业板指,2645.11,2582.99,2654.64,2567.91,239888904192.0
2022-03-09,399006,创业板指,2594.96,2566.72,2608.21,2462.17,245377888256.0
2022-03-10,399006,创业板指,2645.36,2635.19,2664.58,2625.6,254466514944.0
2022-03-11,399006,创业板指,2589.7,2665.46,2668.24,2566.03,247013011456.0
2022-03-14,399006,创业板指,2638.49,2570.45,2647.25,2570.28,231832731648.0
2022-03-15,399006,创业板指,2547.72,2504.78,2615.71,2504.78,247899004928.0
2022-03-16,399006,创业板指,2549.15,2635.08,2639.93,2478.44,282271391744.0
2022-03-17,399006,创业板指,2684.84,2710.73,2764.25,2684.04,326838599680.0
2022-03-18,399006,创业板指,2693.15,2713.79,2725.69,2668.93,235667496960.0
2022-03-21,399006,创业板指,2730.21,2726.18,2756.35,2702.18,244289191936.0
2022-03-22,399006,创业板指,2718.0,2688.23,2718.0,2676.84,221994201088.0
2022-03-23,399006,创业板指,2707.57,2715.95,2725.56,2682.13,206971363328.0
2022-03-24,399006,创业板指,2697.43,2706.21,2725.28,2655.92,201338945536.0
2022-03-25,399006,创业板指,2702.65,2637.94,2714.15,2637.94,193971912704.0
2022-03-28,399006,创业板指,2622.47,2594.13,2622.59,2576.23,180333072384.0
2022-03-29,399006,创业板指,2603.42,2592.67,2633.45,2581.38,180266254336.0
2022-03-30,399006,创业板指,2612.71,2696.83,2696.83,2610.41,191418368000.0
2022-03-31,399006,创业板指,2683.19,2659.49,2686.28,2646.24,204542828544.0
2022-04-01,399006,创业板指,2641.75,2666.97,2687.15,2632.98,187569020928.0
2022-04-06,399006,创业板指,2662.28,2633.91,2662.62,2615.92,177530339328.0
2022-04-07,399006,创业板指,2611.98,2578.53,2632.1,2576.53,178835230720.0
2022-04-08,399006,创业板指,2578.74,2569.91,2609.35,2546.51,171833135104.0
2022-04-11,399006,创业板指,2536.15,2462.04,2536.15,2455.46,172669100032.0
2022-04-12,399006,创业板指,2461.6,2523.69,2523.69,2459.26,155684667392.0
2022-04-13,399006,创业板指,2499.19,2466.84,2513.47,2466.84,155561844736.0
2022-04-14,399006,创业板指,2495.16,2466.29,2498.81,2443.15,158941437952.0
2022-04-15,399006,创业板指,2443.35,2460.36,2483.75,2416.7,163187478528.0
2022-04-18,399006,创业板指,2435.85,2487.77,2491.6,2410.86,138344247296.0
2022-04-19,399006,创业板指,2484.52,2453.55,2510.41,2444.59,141032329216.0
2022-04-20,399006,创业板指,2440.3,2363.65,2443.31,2357.91,160770686976.0
2022-04-21,399006,创业板指,2352.22,2312.46,2378.34,2298.75,159240097792.0
2022-04-22,399006,创业板指,2299.16,2296.6,2321.14,2279.78,148784398336.0
2022-04-25,399006,创业板指,2240.04,2169.0,2262.77,2168.9,171888701440.0
2022-04-26,399006,创业板指,2172.8,2150.51,2218.56,2149.6,160691527680.0
2022-04-27,399006,创业板指,2122.32,2269.17,2271.17,2122.32,183869177856.0
2022-04-28,399006,创业板指,2249.51,2227.65,2266.43,2206.96,162065272832.0
2022-04-29,399006,创业板指,2247.7,2319.14,2322.97,2221.99,191633915904.0
2022-05-05,399006,创业板指,2263.92,2288.4,2317.17,2242.96,176089116672.0
2022-05-06,399006,创业板指,2227.68,2244.97,2274.39,2222.49,147311652864.0
2022-05-09,399006,创业板指,2236.17,2228.07,2263.12,2213.58,130231308288.0
2022-05-10,399006,创业板指,2192.06,2276.35,2287.87,2187.44,161685979136.0
2022-05-11,399006,创业板指,2280.96,2346.15,2401.1,2275.27,218336440320.0
2022-05-12,399006,创业板指,2325.95,2351.27,2367.31,2324.76,154306502656.0
2022-05-13,399006,创业板指,2367.55,2358.16,2373.3,2334.37,133818822656.0
2022-05-16,399006,创业板指,2376.64,2331.23,2395.75,2328.74,138621984768.0
2022-05-17,399006,创业板指,2335.12,2369.09,2370.66,2323.07,143483740160.0
2022-05-18,399006,创业板指,2373.89,2365.38,2384.6,2352.92,140087066624.0
2022-05-19,399006,创业板指,2329.96,2377.13,2377.31,2325.67,146753466368.0
2022-05-20,399006,创业板指,2395.35,2417.35,2426.58,2384.11,158478835712.0
2022-05-23,399006,创业板指,2422.13,2410.12,2423.79,2385.7,148953907200.0
2022-05-24,399006,创业板指,2404.6,2318.07,2404.6,2316.79,179651006464.0
2022-05-25,399006,创业板指,2320.78,2325.6,2332.96,2303.15,130997620736.0
2022-05-26,399006,创业板指,2329.43,2321.13,2343.21,2283.44,137324199936.0
2022-05-27,399006,创业板指,2340.62,2322.48,2377.4,2311.06,136460759040.0
2022-05-30,399006,创业板指,2338.35,2350.38,2359.58,2323.82,129126936576.0
2022-05-31,399006,创业板指,2349.79,2405.08,2411.18,2323.35,158835187712.0
2022-06-01,399006,创业板指,2403.35,2428.96,2441.39,2395.97,151566454784.0
2022-06-02,399006,创业板指,2418.66,2458.26,2463.35,2411.71,158074032128.0
2022-06-06,399006,创业板指,2456.16,2554.66,2562.02,2455.95,196368248832.0
2022-06-07,399006,创业板指,2555.55,2554.63,2575.89,2532.78,182054727680.0
2022-06-08,399006,创业板指,2558.15,2576.34,2576.34,2507.11,195004477440.0
2022-06-09,399006,创业板指,2558.33,2500.21,2561.41,2491.82,159778234368.0
2022-06-10,399006,创业板指,2482.31,2556.47,2556.98,2481.96,173937147904.0
2022-06-13,399006,创业板指,2522.73,2546.49,2563.24,2520.0,181081595904.0
2022-06-14,399006,创业板指,2515.51,2548.31,2551.08,2461.54,184440635392.0
2022-06-15,399006,创业板指,2560.64,2575.09,2631.94,2550.5,220976201728.0
2022-06-16,399006,创业板指,2575.96,2585.47,2616.82,2574.95,193606815744.0
2022-06-17,399006,创业板指,2561.4,2657.21,2666.08,2559.67,210226937856.0
2022-06-20,399006,创业板指,2672.77,2710.14,2741.59,2672.32,220738736128.0
2022-06-21,399006,创业板指,2707.98,2692.98,2723.03,2664.69,208914812928.0
2022-06-22,399006,创业板指,2701.63,2677.29,2721.81,2677.01,199591186432.0
2022-06-23,399006,创业板指,2693.75,2760.1,2760.1,2672.58,210086473728.0
2022-06-24,399006,创业板指,2779.41,2824.44,2824.44,2761.46,231631884288.0
2022-06-27,399006,创业板指,2838.58,2830.6,2863.66,2819.29,239628455936.0
2022-06-28,399006,创业板指,2827.35,2840.42,2850.29,2771.93,240940232704.0
2022-06-29,399006,创业板指,2817.12,2768.61,2845.46,2764.4,253214150656.0
2022-06-30,399006,创业板指,2776.39,2810.6,2834.49,2772.77,217750274048.0
2022-07-01,399006,创业板指,2810.11,2781.94,2822.8,2768.48,192550588416.0
2022-07-04,399006,创业板指,2764.62,2834.69,2834.69,2748.13,208664793088.0
2022-07-05,399006,创业板指,2845.74,2825.13,2867.43,2780.36,221407510528.0
2022-07-06,399006,创业板指,2826.35,2802.72,2858.05,2776.7,200815173632.0
2022-07-07,399006,创业板指,2814.15,2849.71,2852.8,2792.18,208645009408.0
2022-07-08,399006,创业板指,2868.69,2817.64,2887.72,2810.65,212245872640.0
2022-07-11,399006,创业板指,2804.55,2767.46,2804.8,2742.46,184193409024.0
2022-07-12,399006,创业板指,2768.82,2702.69,2774.12,2697.68,173391159096.43
2022-07-13,399006,创业板指,2708.1,2746.86,2762.51,2674.47,171039039455.51
2022-07-14,399006,创业板指,2739.92,2819.13,2841.39,2736.32,196742375736.59
2022-07-15,399006,创业板指,2804.18,2760.5,2835.01,2760.5,199916303637.99
2022-07-18,399006,创业板指,2778.4,2800.36,2812.67,2736.26,208579585555.75
2022-07-19,399006,创业板指,2799.38,2750.87,2799.38,2736.67,209577073034.0
2022-07-20,399006,创业板指,2764.25,2765.16,2786.29,2754.18,196879678763.17
2022-07-21,399006,创业板指,2756.32,2751.41,2794.37,2741.31,194757657423.89
2022-07-22,399006,创业板指,2776.98,2737.31,2788.94,2714.12,187198343315.12
2022-07-25,399006,创业板指,2732.61,2704.95,2736.73,2693.16,167270263772.59
2022-07-26,399006,创业板指,2708.74,2713.46,2729.38,2682.21,158085041103.38
2022-07-27,399006,创业板指,2710.74,2714.25,2730.17,2696.2,177235222402.11
2022-07-28,399006,创业板指,2734.63,2705.9,2749.14,2704.05,209176463523.87
2022-07-29,399006,创业板指,2716.1,2670.45,2718.53,2665.65,201617372259.07
2022-08-01,399006,创业板指,2662.76,2733.74,2734.64,2641.18,206003114381.94
2022-08-02,399006,创业板指,2692.12,2678.62,2716.04,2651.85,240697488722.46
2022-08-03,399006,创业板指,2687.25,2628.82,2716.22,2620.39,232944772797.14
2022-08-04,399006,创业板指,2645.0,2640.78,2655.66,2610.5,187273124967.13
2022-08-05,399006,创业板指,2648.05,2683.6,2686.23,2637.24,220616303801.72
2022-08-08,399006,创业板指,2668.99,2675.69,2679.68,2647.25,207257977868.22
2022-08-09,399006,创业板指,2668.92,2694.8,2698.46,2658.69,211686533320.54
2022-08-10,399006,创业板指,2688.13,2658.58,2692.25,2645.55,209646311045.03
2022-08-11,399006,创业板指,2672.18,2721.49,2724.85,2650.88,237892989696.06
2022-08-12,399006,创业板指,2712.69,2690.83,2717.68,2689.67,209117709328.76
2022-08-15,399006,创业板指,2688.66,2718.59,2734.33,2686.82,202846555781.82
2022-08-16,399006,创业板指,2725.93,2731.39,2759.52,2718.17,214310017545.39
2022-08-17,399006,创业板指,2739.48,2777.91,2783.93,2719.22,225308253337.44
2022-08-18,399006,创业板指,2771.15,2775.82,2797.49,2769.21,224221567998.66
2022-08-19,399006,创业板指,2779.99,2734.22,2780.1,2733.05,232922803937.41
2022-08-22,399006,创业板指,2730.42,2779.02,2782.67,2715.16,200912681266.93
2022-08-23,399006,创业板指,2775.21,2780.31,2802.05,2764.52,192548001099.59
2022-08-24,399006,创业板指,2800.38,2679.05,2803.43,2675.88,227271352964.46
2022-08-25,399006,创业板指,2688.86,2667.3,2694.16,2634.85,188096113731.13
2022-08-26,399006,创业板指,2666.21,2640.29,2677.73,2634.43,171989219349.71
2022-08-29,399006,创业板指,2599.84,2630.51,2641.17,2595.71,158057414490.4
2022-08-30,399006,创业板指,2630.13,2612.14,2632.13,2594.78,160826052001.68
2022-08-31,399006,创业板指,2596.16,2570.41,2611.65,2550.99,187065518134.36
2022-09-01,399006,创业板指,2561.93,2533.85,2584.62,2531.81,145902151256.59
2022-09-02,399006,创业板指,2548.18,2533.02,2552.34,2517.46,143420369082.19
2022-09-05,399006,创业板指,2528.71,2538.2,2553.11,2519.89,139557631612.51
2022-09-06,399006,创业板指,2541.12,2540.64,2542.98,2493.43,155484960524.3
2022-09-07,399006,创业板指,2525.15,2570.8,2584.85,2522.38,160634492480.26
2022-09-08,399006,创业板指,2570.05,2523.01,2572.12,2521.54,145408875824.81
2022-09-09,399006,创业板指,2535.74,2548.22,2551.05,2525.77,131578132182.39
2022-09-13,399006,创业板指,2566.84,2550.63,2569.11,2537.28,129128170063.78
2022-09-14,399006,创业板指,2512.28,2503.82,2527.28,2486.08,132842421918.61
2022-09-15,399006,创业板指,2512.45,2424.19,2515.21,2404.44,170955153606.93
2022-09-16,399006,创业板指,2418.44,2367.4,2430.23,2366.89,147029763319.14
2022-09-19,399006,创业板指,2360.58,2350.38,2389.48,2339.03,125468681879.01
2022-09-20,399006,创业板指,2366.79,2366.9,2397.92,2351.89,117734307109.41
2022-09-21,399006,创业板指,2353.78,2331.52,2358.96,2322.95,111966461475.56
2022-09-22,399006,创业板指,2309.29,2319.42,2348.76,2302.64,112831440237.17
2022-09-23,399006,创业板指,2320.92,2303.91,2336.29,2275.29,117946667936.81
2022-09-26,399006,创业板指,2288.23,2323.05,2358.48,2285.64,122617909200.1
2022-09-27,399006,创业板指,2336.04,2374.74,2374.74,2325.65,120183077310.13
2022-09-28,399006,创业板指,2367.48,2313.77,2367.48,2313.77,117302831126.13
2022-09-29,399006,创业板指,2343.28,2333.0,2359.12,2321.56,112472235706.7
2022-09-30,399006,创业板指,2335.54,2288.97,2339.19,2288.19,103192104277.84
2022-10-10,399006,创业板指,2294.72,2236.24,2301.24,2230.64,108243453059.07
2022-10-11,399006,创业板指,2256.34,2261.89,2273.9,2245.47,101324561798.09
2022-10-12,399006,创业板指,2260.68,2343.3,2343.5,2234.46,135208953548.38
2022-10-13,399006,创业板指,2324.47,2350.69,2374.61,2318.27,138038536869.46
2022-10-14,399006,创业板指,2379.83,2434.22,2453.04,2365.14,173666162066.18
2022-10-17,399006,创业板指,2419.64,2435.02,2446.7,2409.52,160489470931.37
2022-10-18,399006,创业板指,2446.36,2446.93,2469.03,2428.15,157592038865.82
2022-10-19,399006,创业板指,2440.03,2425.96,2463.78,2425.73,147101293197.99
2022-10-20,399006,创业板指,2402.76,2401.72,2444.41,2365.72,158358693108.15
